url,title,description,compensation,employment_type,location,company,post_date,city,category,is_scam
https://newyork.craigslist.org/brk/web/d/brooklyn-entry-level-40k-will-train/7843303105.html,**ENTRY LEVEL** $40k + WILL TRAIN + STEAM TUTOR,"🚨 WATCH ON-DEMAND ORIENTATION | SCHEDULE INTERVIEW WITH EMPLOYER🚨STEM Instructor – Entry Level | Starting at $40k – Earn up to $135K!No experience? No problem — We provide training!Are you ready to launch a rewarding career enriching the lives of our youth through STEM? If you qualify, you could be on a career path earning up to $135k, doing what you love: inspiring the next generation of innovators.We are actively training highly motivated, innovative, and energetic individuals to implement our STEM/STEAM curriculum.✅ Qualifications:**High School Diploma or GED**1+ year of experience working with children (K–8th preferred)**Passion for childhood development and STEM education**Strong communication, organization, and problem-solving skills**Fluent in English (reading, writing, and speaking)**Bilingual (English/Spanish) is a plus!💼 Earning Potential:Once all background check requirements are completed (typically within two weeks) of being hired, your starting rate is $40K per year upon completion of this 6-week non-paid STEM Instructor training, with the opportunity to grow and earn up to $135K based on your credentials, experience, and advancement within the company.🎓 Ideal Candidate:A dependable, collaborative, and adaptable individual who is eager to learn and assist mentor teachers in delivering engaging and hands-on STEM experiences. This is an In-person job.👉 Secure your spot today!Find out if this is the career path for you by watching this 7-minute orientation! ***No out-of-pocket cost***https://www.thecareerleaders.co/itg-orientation-2/Let’s build the future—one young mind at a time.****NO PHONE CALLS PLEASE!!!****",$40K per year,employee's choice,Brooklyn,,2025-04-18T08:06:48-0400,newyork,web/html/info design,
https://jerseyshore.craigslist.org/web/d/deal-online-posting-assistant/7847069728.html,Online posting assistant,"*Part-Time Online Product Listing Assistant Needed*We're seeking a detail-oriented individual to help us measure, photograph, and list products for sale online. Our retail location is expanding to multiple online platforms, including eBay, Poshmark, and Depop.*Responsibilities:*- Measure and photograph products accurately- Create detailed listings for online platforms- Manage and maintain product inventory online*Schedule:* Twice a week (flexible hours)*If you're organized, tech-savvy, and enjoy working independently, we'd love to hear from you!*",Daily,part-time,Online posting assistant,,2025-05-02T14:35:02-0400,newyork,web/html/info design,
https://southjersey.craigslist.org/web/d/deepwater-hiring-senior-lead-full-stack/7848401066.html,Hiring Senior Lead Full Stack Developer HTML CSS JavaScript JQuery PHP,"**Job Title: Senior Lead Full Stack Developer****Location:** Deepwater NJ Hybrid On Location & Remote**Compensation:** $38,400/year (Base Salary) + benefits / promotions upon meeting deliverable objectives and potential stock options/ equity**Employment Type:** Full-Time (min 40 hours per week approx $20 per hour)**Company Overview:**We are a dynamic, fast-growing tech company seeking a talented Senior Lead Full Stack Developer to join our innovative team. Our mission is to deliver cutting-edge web solutions that drive business success. If you’re passionate about coding, problem-solving, and leading projects, we want to hear from you!**Job Description:**As a Senior Lead Full Stack Developer, you will play a critical role in designing, developing, and maintaining high-quality web applications. You will lead a team of developers, oversee end-to-end software development, and ensure timely delivery of robust, scalable solutions. Your focus will be on meeting daily objectives through effective debugging, code optimization, and innovative software development.**Key Responsibilities:**- Develop and maintain web applications using **HTML, CSS, JavaScript, jQuery, PHP**, and **Laravel**.- Lead full stack development projects from concept to deployment, ensuring scalability and performance.- Debug and resolve complex technical issues to maintain seamless application functionality.- Collaborate with cross-functional teams to define project requirements and deliverables.- Mentor junior developers, conduct code reviews, and enforce best practices.- Meet daily development and debugging objectives to ensure timely project delivery.- Stay updated on emerging technologies and propose improvements to enhance our tech stack.**Qualifications:**- 7+ years of professional experience in full stack development.- Expertise in **HTML, CSS, JavaScript, jQuery, PHP**, MySQL, API integration and **Laravel** framework.- Strong understanding of front-end and back-end development principles.- Proven experience leading development projects and managing teams.- Exceptional debugging and problem-solving skills.- Familiarity with version control (Git) and agile methodologies.- Excellent communication and leadership skills.- Bachelor’s degree in Computer Science or related field (preferred but not required).**Future Promotion Opportunity:**This role offers a clear path to a **Chief Technology Officer (CTO)** position for the right candidate. As a Senior Lead Full Stack Developer, you’ll have the opportunity to demonstrate strategic vision, technical expertise, and leadership. Future responsibilities as CTO may include overseeing the company’s technology strategy, managing the engineering department, and driving innovation across all technical operations.**Why Join Us?**- Competitive salary and comprehensive benefits package.- Opportunity to grow into a CTO role.- Collaborative and innovative work environment.- Flexible work options (hybrid or remote, depending on location).- Work on cutting-edge projects with a talented team.**How to Apply:**Please email us your resume, a brief cover letter, and links to your portfolio or GitHub. Include “Senior Lead Full Stack Developer” in the subject line. We are excited to review your application and will reach out to qualified candidates for interviews. Please be sure to include your direct contact number.**Note:** No recruiters, please. Direct applicants only.","$38,600 base salary +++++",full-time,Deepwater,Mogul,2025-05-07T15:03:33-0400,newyork,web/html/info design,
https://poconos.craigslist.org/web/d/long-pond-website-tester-join-fast/7848270771.html,Website Tester - Join Fast,"APPLY HEREWe are hiring Website Testers at all of our offices.Apply now and earn at least $1,000 for around 20 hours of testing:It's an easy and fun way to earn extra cash around your own schedule.You will not be gambling with your own money, and you do not need any experience.You'll complete an online training program before starting to ensure you have the right skills for the role.What's in it for you:Easy money - you will earn at least $1,000 for around 20 hours of testing.Work from home - earn from the comfort of your own home.Flexible schedule - you can choose when you work, day or night.Paid quickly - the testing is split into 4 stages and you get paid after each.Great support - our research coordinators are available from 6am to 11pm.APPLY NOW",To be discussed.,full-time,Poconos,,2025-05-07T07:12:25-0400,newyork,web/html/info design,
https://newyork.craigslist.org/mnh/cpg/d/new-york-re-valuation-person-wanted-for/7845591077.html,RE Valuation Person Wanted for CVVA,"looking for someone to run numbers on a real estate development project.  include: NPV, CAP, IRR etc... and adjustment for inflation.Only experienced persons apply.",25 / hour,,Manhattan,,2025-04-26T23:23:14-0400,newyork,computer/engineering/cad,
https://newyork.craigslist.org/mnh/cpg/d/new-york-paid-interviews-pastry-chefs/7848781498.html,Paid Interviews: Pastry Chefs Needed,"Pastry Chefs Needed: Share Your Professional Experience ($20 Compensation)We're looking for professional pastry chefs to participate in a paid interview about the problems that you have at your workWho qualifies:- Current professional pastry chefs or bakers- At least 2 years of professional kitchen experience- Work in restaurants, bakeries, hotels, or as independent professionalsWhat to expect:- Brief screening questions- Selected participants will be invited to a 30-minute interview- Total compensation: $20 for completed interviewPlease fill out this survey to be considered -https://tally.so/r/mZgJ5vThis is a rare opportunity to share your professional expertise while being compensated for your valuable time. Your experience matters to us!",20,,new york,,2025-05-08T22:41:22-0400,newyork,computer/engineering/cad,
https://newyork.craigslist.org/mnh/cpg/d/carteret-still-crushing-sales-for/7848671569.html,💼 Still Crushing Sales for Someone Else? Build Something You OWN,"(Top Salespeople Only – Shopify Store Built for You)🧨 You hit quota. You train the rookies. You bleed for the deal.But at the end of the day — you don’t own a damn thing.You’ve made $100K, $250K, even $1M+ for other people…And you’re still waking up to bills you haven’t opened and commission checks that shrink when you coast for a week.Let’s be real:You’re the reason your company survives — and you’ve got nothing to show for it but a new quota and a pat on the back.🚀 Let Me Build You Something Different:A Shopify store that sells 24/7, built with proven viral products — and powered by influencers you recruit.You won’t run ads.You won’t build a funnel.You won’t chase down leads.Instead — you’ll close creators to promote your store.They make content.You make sales.You keep 100% of the profit.✅ What You Get:A done-for-you Shopify store10+ hot-selling products, ready to goCustom domain, branding, and mobile-optimized designStrategy and scripts to close influencers who drive all the trafficSetup done in 3–5 days — you just plug in your hustleThis isn’t some cookie-cutter dropshipping scam.This is sales-driven eCommerce, built for closers who want out of the hamster wheel.💵 What Can You Make?Realistically?$500–$1,000/week starting with just a few creators driving traffic.Grow that to $5K/month and beyond with scale — and you never touch a product.One closer I worked with made back his entire investment in 10 days.No ads. No brand. Just smart pitching and product placement.📲 Take the Next Step:Want to ask questions first?Text “OWNER” to (📱 407-502-3283)Already serious and want to see if this is a fit?👉 Fill out this quick application now:https://tally.so/r/3XgYjeNo pitch. No B.S. Just straight strategy.You’ve sold for long enough.Time to sell for yourself.Let’s build something you own.",,,💼 Still Crushing Sales for Someone Else? Build Something You OWN,,2025-05-08T14:59:19-0400,newyork,computer/engineering/cad,
https://newyork.craigslist.org/mnh/cpg/d/new-york-ui-ux-designer-project-based/7846523461.html,UI/UX Designer (Project Based for MVP),"We're building an MVP for a tech-forward platform and need a UI/UX Designer to help craft a clear, user centered experience. This is a project-based freelance role perfect for a designer who enjoys working lean and iterating fast.What you'll do:-Create wireframes, high fidelity mockups and clickable prototypes.-Work closely with our project lead and developer to align design with function-Design responsive layouts for desktop and mobile-Focus on simplicity, usability and clarityWhat you bring:-2+ years of UI/UX design experience-Portfolio showcasing clean, intuitive designs-Proficiency in Figma (preferred) Adobe XD, or Sketch-Available to collaborate remotely over the next 4-6 weeksTimeline: Starts immediatelyCompensation: Competitive project fee or hourly",tbd,,Midtown East,,2025-04-30T14:50:29-0400,newyork,computer/engineering/cad,
https://newyork.craigslist.org/brk/cpg/d/brooklyn-looking-for-iphone-testers/7843620777.html,Looking for iphone Testers $5 payout 5-10 mins of time remote USA,"need people to test IOS applicationwill take 5-10 mins of time.email for details, Need to have a iphone will takw 5-10 mins of timeThanks!",$5 venmo only,,Looking for iphone Testers $5 payout 5-10 mins of time remote USA,,2025-04-19T12:28:19-0400,newyork,computer/engineering/cad,
https://newyork.craigslist.org/que/cpg/d/jamaica-sis4-research-study-using-an/7846001943.html,SiS4 Research Study - Using an App to Quit Nondaily Smoking,"Do you smoke less than daily and want to quit smoking?Do you want to use an app to help you quit smoking?Smartphone apps can help people quit smoking. Most apps, however, are designed for people who smoke every day.Our team has developed an app for people who smoke less than daily. We are now conducting a study to test if it is effective in helping people quit smoking.Would you like to participate in our study? If so, please complete this pre-screening form:https://redcap.partners.org/redcap/surveys/?s=L4TFWKNNTRP97P3MHere are some things for you to consider:•	Our study is a randomized study. That means that participants will be assigned at random to two different groups. Both groups will be asked to use a smartphone app for 7 weeks; the app is different for the two groups.•	What you would do in the study:o	Download, install, and use the assigned app. There is an online process to guide you through this.o	Complete six online surveys over the course of a year. The first survey is the longest. All surveys are critically important to us. You would receive up to $200 for completing surveys.For any and all questions, please reach out to us via phone (617-724-1146) or email (sis4@mgh.harvard.edu).This study is led by faculty of the Harvard Medical School, and our team is part of Massachusetts General Hospital.",$200,,SiS4 Research Study - Using an App to Quit Nondaily Smoking,,2025-04-28T16:26:24-0400,newyork,computer/engineering/cad,
https://newyork.craigslist.org/mnh/cpg/d/new-york-make-great-pay-with-super-easy/7849311782.html,Make Great Pay With Super EASY 5 Min Health Benefits,"Make Good Income With Super EASY 5-Min AFFORDABLE HEALTH BENEFITSNO LICENSE NEEDED! 💰AL & AssociatesNo Selling Experience Needed! NO COLD CALLING Necessary.This sells itself. Will Train.30+ YEARS OF EXCELLENCE - BBB A+ RATEDDaily Bonuses + 6-Figure Residual Income PotentialAre you tired of:Living paycheck to paycheck?Missing out on quality time with family?Working hard with little to show for it?OPPORTUNITY OF A LIFETIMEJoin Al & Associates.We work with a 30+ year established company (BBB A+ Rated)Selling the MOST AFFORDABLE HEALTH AND DENTAL PLANS IN AMERICA.Why This Is Different!NO LICENSE REQUIRED to start earning immediatelyDAILY BONUS PAYOUTS - get paid as you performHUGE RESIDUAL INCOME POTENTIAL - Build your financial futurePROVEN SYSTEM that has created multiple 6-figure earnersWHO WE'RE LOOKING FOR:Self-motivated individuals ready for a changePeople with positive attitudes who enjoy helping othersThose seeking unlimited income potentialFull or part-time commitment (you decide your schedule)IMMEDIATE NEXT STEP:We just held a live conference call for your city yesterday, but don't worry - it was recorded for you!TEXT This Message: ""Interested in health benefits position"" to 626-379-5692. Please add an EMAIL address.Tell us what you do currently and why you're looking for a new income stream. We'll connect you with all the details!Don't let another day pass wondering ""what if?""Take control of your financial future with Al & Associates TODAY!",Pays by commission,,Greenwich Village,,2025-05-11T01:59:19-0400,newyork,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-get-paid-to-post-online-be-an/7844047065.html,"Get Paid to Post Online, Be an Influencer","Perfect side hustle that takes very little time and you get to try free products.Check out the link below for more detailshttps://influencerdeals.net/pages/signupThis is a quick easy way to earn some cash and get free products, not a full-time job 😊Our team may require up to one week to provide a response.",Paid $25 per product posting plus free product,,"Get Paid to Post Online, Be an Influencer",,2025-04-21T12:45:33-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-earn-up-to-figures-year-the/7844512503.html,Earn up to 6 Figures A Year!! The Easiest 5min sale in town.,"BUILD A 6 FIGURE INCOME selling the #1 Health Benefit Package in America. It's like finding a golden ticket in your cereal box... but better!You'll make $500-$1,000 a week part time working only 10 hours a week that's why it's perfect for people looking for a side gig to make extra cash in 2025! 🔥30-year old rock solid company with an A+ rating with the BBB.🎓NO LICENSE REQUIRED – Because who has time for that?💵 DAILY PAY – Your wallet will thank you!🌟100's OF A+ QUALIFIED LEADS EVERY WEEK – You’ll be more popular than a puppy at a petting zoo.🏠 WORK P/T OR F/T FROM YOUR HOME OFFICE – Pants totally optional.No complex math or science here, just pure unadulterated success waiting for YOU. Grab this deal before someone else does and you'll be laughing all the way to the bank (in those aforementioned pajamas)! 📲🚀➡️CURIOSITY PIQUED YET?? Run through all the fineries by visitinghttps://jameslongs.jumpstarttosuccess.com/go10",Commission-based with aggressive earning potential and residuals,,Earn up to 6 Figures A Year!! The Easiest 5min sale in town.,,2025-04-23T07:31:44-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-looking-for-someone-to-be-the/7846493272.html,Looking for someone to be the face and host of my YouTube channel!!!,"Got a YouTube channel with 150K subs that needs a passionate host.I don't wanna say too much here (hit me up for details), but basically:-You'd be the main person on camera-Revenue split and/or stipend per video-Already got 150K subscribers waiting for you, but the channel is kind of ""dead"" right now.-My team handles the boring stuffThis is perfect for anyone who's been dreaming about making YouTube and TikTok content about current events/celebrity gossip/true crime/conspiracy theory type of stuff. If you've already made videos in these areas or just been itching to start - this could be a lucrative position for you.I want someone who's passionate about this and wants to make it their own thing. Like, for real. Not just looking for an employee - more like someone who wants to run with this and go to the next level with their own crazy ideas. Looking for action-takers and over achievers.You'll have freedom to do your thing but with our resources, support, and some direction.This is your chance to shine while having a team behind you!text only please! ....calls will be rejected310-272-4023",revenue split and/or stipend per video,,Miami,,2025-04-30T13:21:38-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-looking-for-iphone-testers-payout/7842496186.html,Looking for iphone Testers $5 payout 5-10 mins of time remote USA!!!,"need people to test IOS applicationwill take 5-10 mins of time.email for details, Need to have a iphone will takw 5-10 mins of time!Thanks!",Venmo only $5,,miami USA,,2025-04-14T23:13:46-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-looking-for-iphone-testers-payout/7843199045.html,Looking for iphone Testers $5 payout 5-10 mins of time remote USA!!!,"need people to test IOS applicationwill take 5-10 mins of time.email for details, Need to have a iphone will takw 5-10 mins of time!Thanks!",Venmo only $5,,miami USA,,2025-04-17T17:04:40-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-commission-based-ad-sales/7847542194.html,Commission-Based Ad Sales Specialist- Health and Wellness Platform,"Location: RemotePosition Type: Freelance / Commission-OnlyWebsite: rdnandcompany.com🧠 About Us:We’re RDN & Company, a growing, expert-driven health & wellness platform led bycredentialed professionals like registered dietitians, nutritionists, and health writers. Ourgoal? To deliver trustworthy, evidence-based content that empowers readers to makeinformed wellness choices.We’re early-stage but rapidly building momentum—and we’re looking for someone whowants to grow with us.🎯 What We're Looking For:A motivated, experienced Ad Sales Specialist to help us monetize our platformthrough direct ad sales, sponsorships, and brand partnerships. You'll be the drivingforce behind our advertising revenue, connecting us with brands that align with ourmission.This is a commission-only role—ideal for someone who’s hungry, connected, and readyto earn based on results.✅ You Might Be a Great Fit If You Have:• Experience in digital ad sales, especially in lifestyle, health, wellness, or nutritionverticals• A strong network of contacts at health and wellness brands, PR firms, or agencies• Confidence creating compelling ad packages, media kits, and pitches• A self-starter mindset and a passion for working with startups or growing brands💸 What You Get:• Commission on all deals closed (high percentage—let's win together)• Total freedom & flexible hours – work when, where, and how you want• The opportunity to be part of something from the ground up• Room to expand into larger roles as we grow (lead sales, business development, etc.)🚀 Our Vision:We're not just looking for quick clicks—we want to build long-term brandpartnerships that align with our content, values, and audience. From display ads tosponsored content to creative collabs, your ideas are welcome.📩 Interested?Shoot us a quick intro and your resume, LinkedIn profile, or portfolio. Bonus points ifyou share a few brands, you'd be excited to pitch or past wins you’re proud of.Let’s make wellness profitable—for everyone.",Freelance / Commission-Only,,Commission-Based Ad Sales Specialist- Health and Wellness Platform,,2025-05-04T12:54:28-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/mdc/cpg/d/miami-use-your-facebook-to-advertise/7841663845.html,use your facebook to advertise cars and get up to $1000 weekly,If you have a good facebook with marketplace you can work from home.List our cars for saleRespond to customers and tell them to come look at the car at our lot.If they buy you get 200 dollars.  ZELLE or CASHAPP,500-1000 per week,,use your facebook to advertise cars and get up to $1000 weekly,,2025-04-11T14:34:24-0400,miami,computer/engineering/cad,
https://miami.craigslist.org/pbc/sci/d/miami-clinical-research-earn-for/7843187864.html,Clinical Research - Earn for Participation - Secondary Hypogonadism,"Struggling withSecondary Hypogonadism (Low Testosterone)? You're Not Alone.If you're diagnosed with secondary hypogonadism, you may qualify for a clinical study exploring new treatment options.

Join our research to help improve treatments and take control of your health. Medication is provided at no cost to you or your insurance, and you'll be compensated for your time and travel. Plus, earn a $100 bonus for referring a friend who qualifies.


Contact us today to learn more!Call 754-946-4172 Now! OrApply HereWhy Participate?●Compensation:Get compensated up to $100 per clinic visit with no cost to you or your insurance!●Comprehensive Support:Regular check-ins and assessments to ensure your health is a priority. Our trial is conducted by experienced healthcare professionals dedicated to your well-being.●Free study medications:Study medications for Secondary Hypogonadism are given at no cost.To qualify:●18-49 years of age●Has a history of low testosterone levelsCheck out our other studies!*Kidney Dicease*Future StudiesTropical Clinical TrialsGet Involved Today! Your participation can help advance Secondary Hypogonadism research and improve lives. If you're ready to take action, contact us at [754-946-4172] or visithttps://tropicalclinicaltrials.com/for more information.",Earn up to $100 per clinic visit,part-time,"Palmetto Bay, FL",Tropical Clinical Trials,2025-04-17T16:26:13-0400,miami,science/biotech,
https://sarasota.craigslist.org/sci/d/bradenton-bradenton-co-seeks-part-time/7848152620.html,Bradenton Co. Seeks Part-Time Office/Shipping Assistant,"Small business in Bradenton selling chemical supplies online seeks a dependable, detail-oriented person for answering customer service emails, troubleshooting printers and other equipment, bottling, labeling products, organizing inventory, and packaging/shipping. Must be very precise, have a good memory, be able to lift and move 25 lbs., have good eye-hand coordination and computer skills, and speak/write fluent English. Nerds welcome. Hours are 10-3 Mon-Sat. $20/hr.",20/hr.,part-time,Bradenton Co. Seeks Part-Time Office/Shipping Assistant,,2025-05-06T16:35:49-0400,miami,science/biotech,
https://orlando.craigslist.org/sci/d/orlando-we-are-hiring-cdl-drivers/7846669240.html,We are hiring Cdl A drivers,We are currently looking for drivers with a class A Cdl minimum of 3 yrs with a clean record we don’t keep drivers out longer than 14 days please send me a text and I will reply back (321)436-2155 Jason se habla español,"$1,400-$2,000",full-time,Orlando,Jay-C trucking llc,2025-05-01T06:46:10-0400,miami,science/biotech,
https://fortmyers.craigslist.org/lee/sci/d/fort-myers-investigational-diabetic/7842576595.html,Investigational Diabetic Peripheral Neuropathy Trial,"AMR Ft. Myers is conducting an investigational Diabetic Peripheral Neuropathy trial for participants ages 18 to 80 who have Type 1 or Type 2 Diabetes.Qualified participants must:have a diagnosis of Type 1 or Type 2 Diabeteshave pain in both legs due to diabetes for at least one yearmeet other study criteriaQualified participants will receive all study-related care at no cost.  Compensation is available up to $2,000.00 for study-related time and reimbursement for travel.If you're interested in learning more about this trial, you can reach out to AMR today by calling 888-259-1231 or visiting their website atamrfortmyers.comfor more detailed information.","Compensation is available up to $2,000.00 for study-related time and reimbursement for travel.",employee's choice,Fort Myers,AMR Fort Myers,2025-04-15T11:33:23-0400,miami,science/biotech,
https://spacecoast.craigslist.org/sci/d/melbourne-explore-research/7842342450.html,Explore Research Opportunities for those with Type 2 Diabetes,"Optimal Research in Melbourne, FL is looking for overweight volunteers with type 2 diabetes,18+ years of age to participate in a research study to help advance cardiac research.Eligible participants will receive study-related care and assessments atno cost and may be compensated up to $125 per visit for study related time.For more info, call 321.259.3880 orclick here.",up to $125 per visit,part-time,Melbourne,Optimal Research,2025-04-14T13:02:13-0400,miami,science/biotech,
https://miami.craigslist.org/pbc/sci/d/miami-clinical-research-earn-for/7843186757.html,Clinical Research - Earn for Participation -Crohn's Disease Study,"Struggling with Crohn's Disease? You're Not Alone.If you're dealing with symptoms like abdominal pain, diarrhea, or fatigue, take control of your health today.

We're seeking volunteers for a study testing a new Crohn's disease medication. Medication is provided at no cost, and you’ll be compensated for your time and travel. Plus, earn a $100 bonus for referring a friend who qualifies!Contact us today to learn more!Call 754-946-4172 Now! OrApply HereWhy Participate?●Compensation:Get compensated up to $100 per clinic visit with no cost to you or your insurance!●Comprehensive Support:Regular check-ins and assessments to ensure your health is a priority. Our trial is conducted by experienced healthcare professionals dedicated to your well-being.●Free study medications:Study medications for Crohn's Disease are given at no cost.To qualify:●Participants aged 18 to 75, male or female●Prior treatment should include no exposure to antibody therapies or a history of inadequate response to themCheck out our other studies!*Kidney Dicease*Future StudiesTropical Clinical TrialsGet Involved Today! Your participation can help advance Crohn's Disease research and improve lives. If you're ready to take action, contact us at [754-946-4172] or visithttps://tropicalclinicaltrials.com/for more information.",Earn up to $100 per clinic visit,part-time,"Palmetto Bay, FL",Tropical Clinical Trials,2025-04-17T16:22:26-0400,miami,science/biotech,
https://fortmyers.craigslist.org/lee/sci/d/fort-myers-investigational/7842576619.html,Investigational Contraceptive Study,"AMR Fort Myers is conducting an investigational contraceptive patch study for females ages 16 or older.Qualified participants must:Be sexually active.Wish to prevent pregnancy for at least 12 months.Meet other study criteria.Qualified participants will receive all study-related care at no cost. Reimbursement is available up to $1,200.00 for study-related time and travel.If you're interested in learning more about this trial, you can reach out to AMR today by calling 888-259-1231 or visiting their website atwww.amrfortmyers.comfor more detailed information.","Reimbursement is available up to $1,200.00 for study-related time and travel.",employee's choice,Fort Myers,AMR Fort Myers,2025-04-15T11:33:24-0400,miami,science/biotech,
https://miami.craigslist.org/brw/sad/d/alarm-fire-security-cctv-access/7842530842.html,Alarm-Fire/Security-CCTV-Access,"Currently, we have an open position for a Fire/Burglar Alarm, CCTV and Access Control Technician/Installer. The primary responsibilities are establishing fire/security alarm systems by installing equipment; running and pulling wire; programming equipment; adhere to codes, regulations and standards.Qualifications:- Minimum 3 years installation experience- Experience with installation, service, testing, troubleshooting and programming of fire/Burglar alarm systems.- Experience with installation, service, testing, troubleshooting and programming of CCTV and Card Access systems.- Experience with Windows 7/8 and computer network systems.- Strong knowledge of alarm products, access control and CCTV concepts and products- Knowledge of NFPA 72, NFPA 70- Able to work unsupervised and highly self motivated and detail oriented- Maintain knowledge of current industry standards and new technologies- Must have valid Driver License and clean DMV record- Must pass drug screen and reference check- Clean background- Must have basic tools including hand toolsPhysical Factors- Climbing ladders and scaffold and the ability to work in excess of 40 feet from the floor- The ability to lift 50 lbs above your head- Standing for 8 hours- Repetitive pulling and pushing of more than 35 lbs- Working in temperatures that may exceed 100 degrees- Walking in excess of 1 mile per dayBenefits:.Company provided vehicle, gas card, and cell phone to foremen level and higher employees.PTO timePaid holidays- Principals only. Recruiters, please don't contact this job poster.- do NOT contact us with unsolicited services or offers",Compensation based on Level of Education and Experience.,full-time,Davie,,2025-04-15T08:12:33-0400,miami,systems/networking,
https://miami.craigslist.org/mdc/sad/d/miami-low-voltage-installer-computer/7843436800.html,Low Voltage Installer – Computer & Server Cabling,"Job descriptionJob Summary:We are seeking a detail-oriented and experienced Low Voltage Installer to join our team. This role focuses on installing, upgrading, and maintaining network cabling systems for computers, servers, and related IT infrastructure. The ideal candidate will also have a strong eye for organization and aesthetics, with the ability to redo outdated or messy wiring and implement clean, efficient cable management solutions.Key Responsibilities:Install, terminate, and test Cat5e, Cat6, Cat6a, and fiber optic cabling.Evaluate and replace or re-route existing low voltage cabling to meet current standards.Organize and manage cables with racks, raceways, Velcro, and cable trays for a clean and professional finish.Build and dress server/network racks and patch panels.Identify and resolve issues with improperly installed or damaged cables.Collaborate with IT staff to schedule downtime and minimize disruption during upgrades.Interpret blueprints, floor plans, and wiring diagrams to execute clean layouts.Conduct post-installation testing and documentation.Ensure all work is compliant with industry codes and safety standards.Qualifications:High school diploma or equivalent; technical school or certifications a plus.1–3+ years of experience in structured cabling or low voltage installation.Strong knowledge of best practices for cable management and rerouting.Skilled in using industry tools: cable testers, toners, crimpers, punch-down tools, etc.Ability to work in ceilings, server rooms, crawl spaces, and on ladders or lifts.Valid driver’s license and reliable transportation.BICSI or manufacturer certifications (preferred but not required).Job Type: Full-time",$20 per hour,full-time,Low Voltage Installer – Computer & Server Cabling,,2025-04-18T15:51:23-0400,miami,systems/networking,
https://tampa.craigslist.org/hdo/sad/d/lacoochee-it-careers-and-or-job/7845905848.html,IT Careers and/or Job Placement,"Advance or start a new career in as little as 3 months.Now currently placing for:Client Technologies AnalystCabling TechnicianDesktop SupportIT Support TechnicianAssociate IT Project ManagerAll require IT Certifications and some require a 4 year degree.If you have a resume with IT Certifications or Project Management certifications just reply to this ad, if you need to be certified or are new to IT click on the link and fill out the form.Our most recent placements/hires in March:Tech Support $47,000Software Engineer $90,000Network Operations Center Product Support $65,000Network Admin $89,000** We have received numerous resumes that are missing the required certifications.  If your resume does not meet our requirements or you fill out the form below, you are agreeing to be contacted by our training partner for free training preparing for a similar job.https://yourit.lpages.co/tampa/","$52,000 - $156,000",employee's choice,"Pasco County, FL",,2025-04-28T11:58:24-0400,miami,systems/networking,
https://ocala.craigslist.org/sad/d/the-villages-associate-it-project/7848893845.html,Associate IT Project Manager Opportunity - Free Training Available,"Current openings for certified individuals:Associate IT Project ManagerSnapshot:Will be managing internal insurance applicationsManaging processes; not peopleManaging monthly releases and smaller projectsExperience with Jira and Confluence a plusPMP or ITIL Certification REQUIREDResponsibilities:Project CoordinationStakeholder ManagementDocumentation & ReportingProcess ImprovementTraining & SupportBasic Data AnalysisMost recent hires:Cybersecurity Global Program Manager - $156,000Community Development Specialist - $65,000Security Control Assessor - $92,000Sales Project Coordinator - $64,000Advance or start a new career in as little as 3 months. Must be certified. If you are certified, please reply with resume.** If your resume does not meet our requirements or you fill out the form below, you are agreeing to be contacted by our training partner for free training preparing for a similar job.https://yourit.lpages.co/c-l-marion/",$45/hr,employee's choice,Marion/Citrus County,,2025-05-09T12:39:57-0400,miami,systems/networking,
